Tanggal,Harga_Ayam,Harga_Cabai,Harga_Beras_Premium,Harga_Beras_Medium,Harga_Minyak_Kemasan,Harga_Minyak_Curah,Harga_Tepung_Kemasan
2025-12-15,42167,71667,14717,12969,20714,18800,12214
2025-12-16,43400,70455,14693,12679,20769,18889,12385
2025-12-17,43400,69167,14710,12684,20846,19222,12385
2025-12-18,43769,70000,14736,12803,20733,19182,12333
2025-12-19,44500,67500,14802,12928,20733,19091,12333
2025-12-20,44154,62500,14816,12928,20733,19091,12333
2025-12-21,44462,65000,14816,12928,20733,19091,12333
2025-12-22,44846,63929,14802,12961,20733,19091,12333
2025-12-23,44857,62667,14773,13092,20400,19273,12400
2025-12-24,45077,63214,14840,12928,20733,19273,12333
2025-12-25,44846,60000,14802,13081,20714,19100,12214
2025-12-26,45500,57727,14830,13093,20833,19364,12500
2025-12-27,43692,62000,14833,13144,20643,19100,12214
2025-12-28,43308,59545,14830,12792,20800,18273,12333
2025-12-29,43692,58214,14827,13068,20714,19100,12286
2025-12-30,43692,55385,14845,12975,20801,19364,12267
2025-12-31,44091,51182,14919,13039,20667,19273,12417
2026-01-02,45000,49500,14830,12813,21000,19250,12500
2026-01-03,43667,46429,14738,13125,21286,19333,12429
2026-01-04,42333,47143,14742,13125,21143,19167,12429
2026-01-05,44167,47857,14742,13125,21286,19167,12571
2026-01-06,42778,50000,14747,12950,21000,19333,12300
2026-01-07,41000,47857,14747,12792,20625,19000,12500
2026-01-08,43333,44167,14718,12813,20800,19250,12800
2026-01-09,41000,45000,14716,12950,20714,19333,12286
2026-01-10,43333,38750,14605,13083,21000,19333,12500
2026-01-11,41000,45000,14716,13050,20714,19333,12286
2026-01-12,40571,46429,14969,13375,20500,19500,12000
2026-01-13,41333,44167,15060,12917,20636,19286,12000
2026-01-14,42200,45000,15087,13175,20545,19375,12333
2026-01-15,39867,45000,15107,13117,20789,19643,12158
2026-01-16,41929,45789,15049,13183,20667,19615,12158
2026-01-17,41143,45556,15100,13058,20611,19615,12158
2026-01-18,41571,45833,15107,13096,20611,19615,12000
2026-01-19,41857,45000,15107,12886,20895,19538,12050
2026-01-20,42714,43056,15109,13146,20895,19769,12000
2026-01-21,42600,43000,15084,13135,20737,19615,12050
2026-01-22,42786,43438,14989,13192,20875,19818,11813
2026-01-23,41462,44000,15064,13027,20688,19800,11647
2026-01-24,42267,43056,15090,13142,20632,19846,11950
2026-01-25,42462,44333,15089,12932,20688,19600,12235
2026-01-26,42600,43529,15107,13268,20421,19615,12250
2026-01-27,42933,44706,15091,13144,20368,19615,12300
2026-01-28,42600,45882,15091,13135,20263,19615,11950
2026-01-29,42615,45556,15109,13232,20389,19846,12158
2026-01-30,42600,45278,15097,13225,20263,19692,12150
2026-01-31,42231,46333,15072,13173,20333,19800,12125
2026-02-01,43000,45588,15109,13273,20353,19833,12278
2026-02-02,41429,43125,14984,13210,20750,19818,12235
2026-02-03,42692,43333,15103,13268,20667,19231,12158
2026-02-04,42667,43235,15050,13268,20706,19833,12167
2026-02-05,43133,47647,15184,13279,20647,20000,12278
2026-02-06,44667,50000,15159,13341,20571,20071,12333
2026-02-07,44923,50667,15070,13161,20933,19813,11875
2026-02-08,46900,52917,14802,13028,20583,20100,12333
2026-02-09,46538,50000,15028,13017,20625,20063,12000
2026-02-10,47357,50313,14933,13054,20588,20167,12235
2026-02-11,50077,54167,14985,13028,21133,20071,12267
2026-02-12,48857,51765,14920,13125,20647,20250,12235
2026-02-13,49385,52667,14968,13021,20563,20063,12250
2026-02-14,49571,52188,14983,13050,20765,20056,12412
2026-02-15,47786,53333,14877,13058,20706,20056,11882
2026-02-16,47154,55000,14918,13063,20563,20063,12125
2026-02-17,46769,52857,14983,13192,20625,20063,12250
2026-02-18,47286,53824,15002,13192,20588,20167,12235
2026-02-19,45231,57667,14975,13125,20813,20438,12125
2026-02-20,45643,60313,15002,13192,20824,20500,12235
2026-02-21,45308,61000,15010,13094,20750,20438,12250
2026-02-22,45933,61250,15034,13163,20765,20500,12059
2026-02-23,45286,60000,15028,13223,20875,20500,12235
2026-02-24,45333,57059,14984,13163,20941,20500,12235
2026-02-25,42857,54063,15009,13163,20588,20056,12118
2026-02-26,42467,51765,15009,13212,20722,20550,12222
2026-02-27,43071,52188,14984,13260,20765,20500,12000
2026-02-28,43727,55000,14971,13250,20714,20750,12286
2026-03-01,42643,53929,14971,13306,20765,20500,12235
2026-03-02,43857,50000,14995,13229,20765,20389,12353
2026-03-03,43091,47143,15035,13138,20667,20500,12133
2026-03-04,42929,48077,14950,13306,20824,20500,12176
2026-03-05,43143,50278,14902,13260,20824,20500,12176
2026-03-06,42231,51250,14885,13219,20938,20438,12188
2026-03-07,43143,49063,14939,13229,20824,20500,12176
2026-03-08,43214,49375,14923,13229,21294,20500,12235
2026-03-09,42071,49063,14920,13167,21000,20556,12176
2026-03-10,41750,50000,15167,13250,20714,20333,12125
2026-03-11,41714,49688,14920,13260,21118,21000,12177
2026-03-12,41214,49063,14922,13167,21412,21000,12176
2026-03-13,41385,48750,14953,13229,21353,21000,12176
2026-03-14,41500,52083,14929,13219,21615,21600,12231
2026-03-15,43000,52667,14888,13170,21500,21000,11938
2026-03-16,44214,51250,14920,13288,21588,21000,12176
2026-03-17,44462,55000,14928,13177,21125,21000,12188
2026-03-18,44462,58000,14883,13121,21118,21333,12176
2026-03-19,44462,59615,14810,13056,21143,21000,12214
2026-03-20,44192,95333,14848,13100,21250,21000,12188
2026-03-23,42125,57500,14947,13125,21273,21600,12273
2026-03-24,41714,54375,14972,13054,21375,21000,12143
2026-03-25,41800,51364,14845,12995,21231,20571,12077
2026-03-26,40833,52778,14835,13041,21143,20875,12000
2026-03-27,41800,49545,14848,13030,21154,20571,12000
2026-03-28,42308,49167,14808,13048,21400,20750,11867
2026-03-29,44000,50833,14781,13065,21000,21000,12125
2026-03-30,43778,50909,14835,13041,21083,21200,12250
2026-03-31,42846,48667,14827,13179,20875,20889,12188
2026-04-01,41167,54375,15047,13271,21000,21143,12250
2026-04-02,42833,50000,14860,13125,21154,20750,12077
2026-04-03,44556,50909,14936,13365,20636,21667,12300
2026-04-04,41375,52500,14993,13304,20909,21333,12273
2026-04-05,43600,53889,14947,13188,21100,21200,12500
2026-04-06,42357,46875,14802,13138,21500,20889,12071
2026-04-07,41429,46875,14808,13048,21647,20889,12294
2026-04-08,41545,49545,14984,13304,21583,21500,12500
2026-04-09,42071,47857,14808,13065,21688,20889,12250
2026-04-10,42143,46563,14808,13115,21588,20889,12235
2026-04-11,42143,45000,14723,13106,21688,20889,12188
2026-04-12,41636,47500,14760,13097,21846,20750,12462
2026-04-13,41182,48636,14762,13098,21571,20857,12077
2026-04-14,41500,46154,14894,13213,22214,20889,12286
2026-04-15,39667,45714,14925,13163,22267,21000,12200
2026-04-16,41154,45857,14835,13125,22143,21500,12143
2026-04-17,41571,47938,14808,13090,21824,21556,12000
2026-04-18,41091,49231,14993,13391,22000,21000,12231
2026-04-19,40846,47667,14775,12984,21875,20750,12125
2026-04-20,40692,54375,14788,13007,21882,20667,12118
2026-04-21,40643,54688,14808,13090,21941,20667,12176
2026-04-22,40636,54385,14910,13147,21571,21833,12214
2026-04-23,40583,53800,14768,13030,21938,20375,12000
2026-04-24,41000,55400,14768,13052,21800,21714,12000
2026-04-25,41700,55500,14835,13041,21615,21800,12000
2026-04-26,41182,60692,14879,13147,21615,21800,12000
2026-04-27,40250,58615,14859,13086,21824,21222,12000
2026-04-28,39500,53636,14830,13259,22000,20833,12231
2026-04-29,39846,52438,14858,13294,21882,21333,12118
